"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","assignmentID","mturkID","hitID","task_version","stimulus","key_press","test_part","correct_response","correct","use_rew","which_stim","feedback_num","bonus","responses"
"","null","html-keyboard-response","169","415830","0.0-9.0-2.1","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","605.1449999213219","image-keyboard-response","170","416436","0.0-9.0-0.2","j7gcx","","","","v1","img/green.png","32","trial","32","true","0.6,0.4","go_c","","",""
"","null","html-keyboard-response","171","417938","0.0-9.0-1.2","j7gcx","","","","v1","<img src=""img/green-n.png"" border=""10"">","null","trial","32","","0.6,0.4","go_c","0","",""
"","null","html-keyboard-response","172","418942","0.0-9.0-2.2","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","227.08500013686717","image-keyboard-response","173","419170","0.0-9.0-0.3","j7gcx","","","","v1","img/pink.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","174","420919","0.0-9.0-1.3","j7gcx","","","","v1","<img src=""img/pink-n.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","175","421921","0.0-9.0-2.3","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","265.27500012889504","image-keyboard-response","176","422188","0.0-9.0-0.4","j7gcx","","","","v1","img/blue.png","32","trial","32","true","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","177","423693","0.0-9.0-1.4","j7gcx","","","","v1","<img src=""img/blue-r.png"" border=""10"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","178","424695","0.0-9.0-2.4","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","582.0349999703467","image-keyboard-response","179","425278","0.0-9.0-0.5","j7gcx","","","","v1","img/pink.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","180","426780","0.0-9.0-1.5","j7gcx","","","","v1","<img src=""img/pink-n.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","181","427782","0.0-9.0-2.5","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","256.6849999129772","image-keyboard-response","182","428040","0.0-9.0-0.6","j7gcx","","","","v1","img/green.png","32","trial","32","true","0.6,0.4","go_c","","",""
"","null","html-keyboard-response","183","429545","0.0-9.0-1.6","j7gcx","","","","v1","<img src=""img/green-r.png"" border=""10"">","null","trial","32","","0.6,0.4","go_c","0","",""
"","null","html-keyboard-response","184","430546","0.0-9.0-2.6","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","276.41499997116625","image-keyboard-response","185","430823","0.0-9.0-0.7","j7gcx","","","","v1","img/orange.png","32","trial","null","false","0.4,0.6","nogo_d","","",""
"","null","html-keyboard-response","186","432328","0.0-9.0-1.7","j7gcx","","","","v1","<img src=""img/orange-n.png"" border=""10"">","null","trial","null","","0.4,0.6","nogo_d","0","",""
"","null","html-keyboard-response","187","433329","0.0-9.0-2.7","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","262.9700000397861","image-keyboard-response","188","433593","0.0-9.0-0.8","j7gcx","","","","v1","img/orange.png","32","trial","null","false","0.4,0.6","nogo_d","","",""
"","null","html-keyboard-response","189","435095","0.0-9.0-1.8","j7gcx","","","","v1","<img src=""img/orange-r.png"" border=""10"">","null","trial","null","","0.4,0.6","nogo_d","0","",""
"","null","html-keyboard-response","190","436096","0.0-9.0-2.8","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","274.2300000973046","image-keyboard-response","191","436371","0.0-9.0-0.9","j7gcx","","","","v1","img/green.png","32","trial","32","true","0.6,0.4","go_c","","",""
"","null","html-keyboard-response","192","437875","0.0-9.0-1.9","j7gcx","","","","v1","<img src=""img/green-r.png"" border=""10"">","null","trial","32","","0.6,0.4","go_c","0","",""
"","null","html-keyboard-response","193","438878","0.0-9.0-2.9","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","242.65999998897314","image-keyboard-response","194","439122","0.0-9.0-0.10","j7gcx","","","","v1","img/pink.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","195","440624","0.0-9.0-1.10","j7gcx","","","","v1","<img src=""img/pink-n.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","196","441627","0.0-9.0-2.10","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","244.84999990090728","image-keyboard-response","197","441873","0.0-9.0-0.11","j7gcx","","","","v1","img/blue.png","32","trial","32","true","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","198","443377","0.0-9.0-1.11","j7gcx","","","","v1","<img src=""img/blue-r.png"" border=""10"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","199","444378","0.0-9.0-2.11","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","509.24000004306436","image-keyboard-response","200","444889","0.0-9.0-0.12","j7gcx","","","","v1","img/pink.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","201","446391","0.0-9.0-1.12","j7gcx","","","","v1","<img src=""img/pink-r.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","202","447394","0.0-9.0-2.12","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","415.22000008262694","image-keyboard-response","203","447810","0.0-9.0-0.13","j7gcx","","","","v1","img/green.png","32","trial","32","true","0.6,0.4","go_c","","",""
"","null","html-keyboard-response","204","449312","0.0-9.0-1.13","j7gcx","","","","v1","<img src=""img/green-r.png"" border=""10"">","null","trial","32","","0.6,0.4","go_c","0","",""
"","null","html-keyboard-response","205","450313","0.0-9.0-2.13","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","289.9650000035763","image-keyboard-response","206","450604","0.0-9.0-0.14","j7gcx","","","","v1","img/orange.png","32","trial","null","false","0.4,0.6","nogo_d","","",""
"","null","html-keyboard-response","207","452107","0.0-9.0-1.14","j7gcx","","","","v1","<img src=""img/orange-n.png"" border=""10"">","null","trial","null","","0.4,0.6","nogo_d","0","",""
"","null","html-keyboard-response","208","453109","0.0-9.0-2.14","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","493.58000000938773","image-keyboard-response","209","453603","0.0-9.0-0.15","j7gcx","","","","v1","img/blue.png","32","trial","32","true","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","210","455108","0.0-9.0-1.15","j7gcx","","","","v1","<img src=""img/blue-r.png"" border=""10"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","211","456109","0.0-9.0-2.15","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","268.64499994553626","image-keyboard-response","212","456379","0.0-9.0-0.16","j7gcx","","","","v1","img/blue.png","32","trial","32","true","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","213","457881","0.0-9.0-1.16","j7gcx","","","","v1","<img src=""img/blue-r.png"" border=""10"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","214","458883","0.0-9.0-2.16","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","223.46500004641712","image-keyboard-response","215","459108","0.0-9.0-0.17","j7gcx","","","","v1","img/pink.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","216","460610","0.0-9.0-1.17","j7gcx","","","","v1","<img src=""img/pink-r.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","217","461611","0.0-9.0-2.17","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","237.16500005684793","image-keyboard-response","218","461849","0.0-9.0-0.18","j7gcx","","","","v1","img/orange.png","32","trial","null","false","0.4,0.6","nogo_d","","",""
"","null","html-keyboard-response","219","463353","0.0-9.0-1.18","j7gcx","","","","v1","<img src=""img/orange-n.png"" border=""10"">","null","trial","null","","0.4,0.6","nogo_d","0","",""
"","null","html-keyboard-response","220","464354","0.0-9.0-2.18","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","246.85999983921647","image-keyboard-response","221","464602","0.0-9.0-0.19","j7gcx","","","","v1","img/green.png","32","trial","32","true","0.6,0.4","go_c","","",""
"","null","html-keyboard-response","222","466106","0.0-9.0-1.19","j7gcx","","","","v1","<img src=""img/green-n.png"" border=""10"">","null","trial","32","","0.6,0.4","go_c","0","",""
"","null","html-keyboard-response","223","467109","0.0-9.0-2.19","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1290.515000000596}]","1290.769999846816","instructions","224","468400","0.0-10.0","j7gcx","","","","v1","","","","","","","","","",""
"","674.4450000114739","image-keyboard-response","225","469076","0.0-11.0-0.0","j7gcx","","","","v1","img/grey.png","32","trial","null","false","0,1","nogo_d","","",""
"","null","html-keyboard-response","226","470578","0.0-11.0-1.0","j7gcx","","","","v1","<img src=""img/grey-n.png"" border=""10"">","null","trial","null","","0,1","nogo_d","0","",""
"","null","html-keyboard-response","227","471579","0.0-11.0-2.0","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","291.2399999331683","image-keyboard-response","228","471871","0.0-11.0-0.1","j7gcx","","","","v1","img/yellow.png","32","trial","32","true","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","229","473376","0.0-11.0-1.1","j7gcx","","","","v1","<img src=""img/yellow-r.png"" border=""10"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","230","474377","0.0-11.0-2.1","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","393.12499994412065","image-keyboard-response","231","474771","0.0-11.0-0.2","j7gcx","","","","v1","img/purple.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","232","476273","0.0-11.0-1.2","j7gcx","","","","v1","<img src=""img/purple-n.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","233","477275","0.0-11.0-2.2","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","303.31000010482967","image-keyboard-response","234","477579","0.0-11.0-0.3","j7gcx","","","","v1","img/orange.png","32","trial","32","true","1,0","go_c","","",""
"","null","html-keyboard-response","235","479082","0.0-11.0-1.3","j7gcx","","","","v1","<img src=""img/orange-r.png"" border=""10"">","null","trial","32","","1,0","go_c","0","",""
"","null","html-keyboard-response","236","480083","0.0-11.0-2.3","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","287.44999994523823","image-keyboard-response","237","480372","0.0-11.0-0.4","j7gcx","","","","v1","img/orange.png","32","trial","32","true","1,0","go_c","","",""
"","null","html-keyboard-response","238","481877","0.0-11.0-1.4","j7gcx","","","","v1","<img src=""img/orange-r.png"" border=""10"">","null","trial","32","","1,0","go_c","0","",""
"","null","html-keyboard-response","239","482879","0.0-11.0-2.4","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","245.60999986715615","image-keyboard-response","240","483125","0.0-11.0-0.5","j7gcx","","","","v1","img/grey.png","32","trial","null","false","0,1","nogo_d","","",""
"","null","html-keyboard-response","241","484629","0.0-11.0-1.5","j7gcx","","","","v1","<img src=""img/grey-n.png"" border=""10"">","null","trial","null","","0,1","nogo_d","0","",""
"","null","html-keyboard-response","242","485630","0.0-11.0-2.5","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","414.1000001691282","image-keyboard-response","243","486046","0.0-11.0-0.6","j7gcx","","","","v1","img/purple.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","244","487548","0.0-11.0-1.6","j7gcx","","","","v1","<img src=""img/purple-r.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","245","488549","0.0-11.0-2.6","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","null","image-keyboard-response","246","490050","0.0-11.0-0.7","j7gcx","","","","v1","img/yellow.png","null","trial","32","false","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","247","491553","0.0-11.0-1.7","j7gcx","","","","v1","<img src=""img/yellow-n.png"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","248","492555","0.0-11.0-2.7","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","330.2750000730157","image-keyboard-response","249","492887","0.0-11.0-0.8","j7gcx","","","","v1","img/grey.png","32","trial","null","false","0,1","nogo_d","","",""
"","null","html-keyboard-response","250","494389","0.0-11.0-1.8","j7gcx","","","","v1","<img src=""img/grey-n.png"" border=""10"">","null","trial","null","","0,1","nogo_d","0","",""
"","null","html-keyboard-response","251","495392","0.0-11.0-2.8","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","1066.690000006929","image-keyboard-response","252","496460","0.0-11.0-0.9","j7gcx","","","","v1","img/orange.png","32","trial","32","true","1,0","go_c","","",""
"","null","html-keyboard-response","253","497963","0.0-11.0-1.9","j7gcx","","","","v1","<img src=""img/orange-r.png"" border=""10"">","null","trial","32","","1,0","go_c","0","",""
"","null","html-keyboard-response","254","498964","0.0-11.0-2.9","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","null","image-keyboard-response","255","500465","0.0-11.0-0.10","j7gcx","","","","v1","img/purple.png","null","trial","null","true","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","256","501968","0.0-11.0-1.10","j7gcx","","","","v1","<img src=""img/purple-r.png"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","257","502969","0.0-11.0-2.10","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","null","image-keyboard-response","258","504472","0.0-11.0-0.11","j7gcx","","","","v1","img/yellow.png","null","trial","32","false","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","259","505976","0.0-11.0-1.11","j7gcx","","","","v1","<img src=""img/yellow-n.png"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","260","506978","0.0-11.0-2.11","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","925.2500000875443","image-keyboard-response","261","507905","0.0-11.0-0.12","j7gcx","","","","v1","img/orange.png","32","trial","32","true","1,0","go_c","","",""
"","null","html-keyboard-response","262","509407","0.0-11.0-1.12","j7gcx","","","","v1","<img src=""img/orange-r.png"" border=""10"">","null","trial","32","","1,0","go_c","0","",""
"","null","html-keyboard-response","263","510408","0.0-11.0-2.12","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","1191.8600001372397","image-keyboard-response","264","511600","0.0-11.0-0.13","j7gcx","","","","v1","img/yellow.png","32","trial","32","true","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","265","513103","0.0-11.0-1.13","j7gcx","","","","v1","<img src=""img/yellow-r.png"" border=""10"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","266","514105","0.0-11.0-2.13","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","null","image-keyboard-response","267","515608","0.0-11.0-0.14","j7gcx","","","","v1","img/grey.png","null","trial","null","true","0,1","nogo_d","","",""
"","null","html-keyboard-response","268","517111","0.0-11.0-1.14","j7gcx","","","","v1","<img src=""img/grey-r.png"">","null","trial","null","","0,1","nogo_d","0","",""
"","null","html-keyboard-response","269","518112","0.0-11.0-2.14","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","870.3700001351535","image-keyboard-response","270","518984","0.0-11.0-0.15","j7gcx","","","","v1","img/purple.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","271","520486","0.0-11.0-1.15","j7gcx","","","","v1","<img src=""img/purple-n.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","272","521488","0.0-11.0-2.15","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","648.2199998572469","image-keyboard-response","273","522137","0.0-11.0-0.16","j7gcx","","","","v1","img/yellow.png","32","trial","32","true","0.8,0.2","go_a","","",""
"","null","html-keyboard-response","274","523642","0.0-11.0-1.16","j7gcx","","","","v1","<img src=""img/yellow-r.png"" border=""10"">","null","trial","32","","0.8,0.2","go_a","0","",""
"","null","html-keyboard-response","275","524645","0.0-11.0-2.16","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","605.7899999432266","image-keyboard-response","276","525252","0.0-11.0-0.17","j7gcx","","","","v1","img/purple.png","32","trial","null","false","0.2,0.8","nogo_b","","",""
"","null","html-keyboard-response","277","526756","0.0-11.0-1.17","j7gcx","","","","v1","<img src=""img/purple-n.png"" border=""10"">","null","trial","null","","0.2,0.8","nogo_b","0","",""
"","null","html-keyboard-response","278","527758","0.0-11.0-2.17","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","528.0249998904765","image-keyboard-response","279","528287","0.0-11.0-0.18","j7gcx","","","","v1","img/grey.png","32","trial","null","false","0,1","nogo_d","","",""
"","null","html-keyboard-response","280","529792","0.0-11.0-1.18","j7gcx","","","","v1","<img src=""img/grey-n.png"" border=""10"">","null","trial","null","","0,1","nogo_d","0","",""
"","null","html-keyboard-response","281","530794","0.0-11.0-2.18","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"","458.9700000360608","image-keyboard-response","282","531255","0.0-11.0-0.19","j7gcx","","","","v1","img/orange.png","32","trial","32","true","1,0","go_c","","",""
"","null","html-keyboard-response","283","532756","0.0-11.0-1.19","j7gcx","","","","v1","<img src=""img/orange-r.png"" border=""10"">","null","trial","32","","1,0","go_c","0","",""
"","null","html-keyboard-response","284","533760","0.0-11.0-2.19","j7gcx","","","","v1","<div style=""font-size:60px;"">+</div>","null","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1471.1799998767674}]","1471.4149998035282","instructions","285","535232","0.0-12.0","j7gcx","","","","v1","","","","","","","","","108",""
"[{""page_index"":0,""viewing_time"":939.1499999910593}]","939.394999993965","instructions","286","536172","0.0-13.0","j7gcx","","","","v1","","","","","","","","","",""
"","3935.9699999913573","survey-text","287","540116","0.0-14.0","j7gcx","","","","v1","","","","","","","","","","{""Q0"":""lsdkjlaksd""}"
"","1404.609999852255","survey-text","288","541524","0.0-15.0","j7gcx","","","","v1","","","","","","","","","","{""Q0"":""ssdf""}"
